task_id	doc	cpp_file	cpp_lines	rust_target	depends	status	acceptance	notes
#INVENTORY.WBS.010	inventory.md	game/Entities/Item/enuminfo_ItemDefines.cpp	538	`crates/wow-data`, `crates/wow-world`, `crates/wow-database`, `crates/wow-packet`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 538 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#LOGGING.WBS.001	logging.md	database/Logging/AppenderDB.cpp	47	`crates/wow-logging`, `crates/wow-config`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#LOGGING.WBS.002	logging.md	database/Logging/AppenderDB.h	40	`crates/wow-logging`, `crates/wow-config`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#LOOT.WBS.001	loot.md	game/Loot/Loot.cpp	1083	`crates/wow-loot`, `crates/wow-core`, `crates/wow-constants`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 1083 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#LOOT.WBS.002	loot.md	game/Loot/Loot.h	378	`crates/wow-loot`, `crates/wow-core`, `crates/wow-constants`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#LOOT.WBS.003	loot.md	game/Loot/LootItemStorage.cpp	362	`crates/wow-loot`, `crates/wow-core`, `crates/wow-constants`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#LOOT.WBS.004	loot.md	game/Loot/LootItemStorage.h	95	`crates/wow-loot`, `crates/wow-core`, `crates/wow-constants`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#LOOT.WBS.005	loot.md	game/Loot/LootItemType.h	29	`crates/wow-loot`, `crates/wow-core`, `crates/wow-constants`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#LOOT.WBS.006	loot.md	game/Loot/LootMgr.cpp	1350	`crates/wow-loot`, `crates/wow-core`, `crates/wow-constants`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 1350 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#LOOT.WBS.007	loot.md	game/Loot/LootMgr.h	178	`crates/wow-loot`, `crates/wow-core`, `crates/wow-constants`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAILS.WBS.001	mails.md	game/Mails/Mail.cpp	291	`crates/wow-world`, `crates/wow-database`, `crates/wow-packet`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAILS.WBS.002	mails.md	game/Mails/Mail.h	217	`crates/wow-world`, `crates/wow-database`, `crates/wow-packet`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.001	maps.md	game/Maps/AreaBoundary.cpp	107	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.002	maps.md	game/Maps/AreaBoundary.h	167	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.003	maps.md	game/Maps/GridMap.cpp	694	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 694 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#MAPS.WBS.004	maps.md	game/Maps/GridMap.h	103	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.005	maps.md	game/Maps/Map.cpp	4014	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 4014 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#MAPS.WBS.006	maps.md	game/Maps/Map.h	917	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 917 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#MAPS.WBS.007	maps.md	game/Maps/MapManager.cpp	461	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.008	maps.md	game/Maps/MapManager.h	183	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.009	maps.md	game/Maps/MapObject.h	60	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.010	maps.md	game/Maps/MapRefManager.h	40	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.011	maps.md	game/Maps/MapReference.cpp	39	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.012	maps.md	game/Maps/MapReference.h	40	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.013	maps.md	game/Maps/MapScripts.cpp	899	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 899 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#MAPS.WBS.014	maps.md	game/Maps/MapUpdater.cpp	123	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.015	maps.md	game/Maps/MapUpdater.h	65	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.016	maps.md	game/Maps/SpawnData.h	128	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.017	maps.md	game/Maps/TerrainMgr.cpp	877	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 877 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#MAPS.WBS.018	maps.md	game/Maps/TerrainMgr.h	167	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.019	maps.md	game/Maps/TransportMgr.cpp	714	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 714 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#MAPS.WBS.020	maps.md	game/Maps/TransportMgr.h	185	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.021	maps.md	game/Maps/ZoneScript.cpp	40	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.022	maps.md	game/Maps/ZoneScript.h	104	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MAPS.WBS.023	maps.md	game/Maps/enuminfo_SpawnData.cpp	67	`crates/wow-world`, `crates/wow-map`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MISCELLANEOUS.WBS.001	miscellaneous.md	game/Miscellaneous/CommonPredicates.cpp	53	`crates/wow-constants`, `crates/wow-core`, `crates/wow-combat`, `crates/wow-data`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MISCELLANEOUS.WBS.002	miscellaneous.md	game/Miscellaneous/CommonPredicates.h	98	`crates/wow-constants`, `crates/wow-core`, `crates/wow-combat`, `crates/wow-data`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MISCELLANEOUS.WBS.003	miscellaneous.md	game/Miscellaneous/Formulas.h	290	`crates/wow-constants`, `crates/wow-core`, `crates/wow-combat`, `crates/wow-data`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MISCELLANEOUS.WBS.004	miscellaneous.md	game/Miscellaneous/Language.h	1245	`crates/wow-constants`, `crates/wow-core`, `crates/wow-combat`, `crates/wow-data`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 1245 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#MISCELLANEOUS.WBS.005	miscellaneous.md	game/Miscellaneous/RaceMask.h	200	`crates/wow-constants`, `crates/wow-core`, `crates/wow-combat`, `crates/wow-data`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MISCELLANEOUS.WBS.006	miscellaneous.md	game/Miscellaneous/SharedDefines.h	8184	`crates/wow-constants`, `crates/wow-core`, `crates/wow-combat`, `crates/wow-data`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 8184 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#MISCELLANEOUS.WBS.007	miscellaneous.md	game/Miscellaneous/enuminfo_RaceMask.cpp	139	`crates/wow-constants`, `crates/wow-core`, `crates/wow-combat`, `crates/wow-data`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MISCELLANEOUS.WBS.008	miscellaneous.md	game/Miscellaneous/enuminfo_SharedDefines.cpp	5199	`crates/wow-constants`, `crates/wow-core`, `crates/wow-combat`, `crates/wow-data`, `crates/wow-script`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	needs_split	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	C++ file has 5199 lines; split by public API, state model, persistence, runtime behavior and tests before implementation. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.001	movement-generators.md	game/Movement/MovementGenerators/ChaseMovementGenerator.cpp	260	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.002	movement-generators.md	game/Movement/MovementGenerators/ChaseMovementGenerator.h	59	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.003	movement-generators.md	game/Movement/MovementGenerators/ConfusedMovementGenerator.cpp	177	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.004	movement-generators.md	game/Movement/MovementGenerators/ConfusedMovementGenerator.h	49	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.005	movement-generators.md	game/Movement/MovementGenerators/FleeingMovementGenerator.cpp	282	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.006	movement-generators.md	game/Movement/MovementGenerators/FleeingMovementGenerator.h	67	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.007	movement-generators.md	game/Movement/MovementGenerators/FlightPathMovementGenerator.cpp	338	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.008	movement-generators.md	game/Movement/MovementGenerators/FlightPathMovementGenerator.h	75	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.009	movement-generators.md	game/Movement/MovementGenerators/FollowMovementGenerator.cpp	215	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.010	movement-generators.md	game/Movement/MovementGenerators/FollowMovementGenerator.h	62	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.011	movement-generators.md	game/Movement/MovementGenerators/FormationMovementGenerator.cpp	222	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.012	movement-generators.md	game/Movement/MovementGenerators/FormationMovementGenerator.h	57	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.013	movement-generators.md	game/Movement/MovementGenerators/GenericMovementGenerator.cpp	99	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.014	movement-generators.md	game/Movement/MovementGenerators/GenericMovementGenerator.h	55	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.015	movement-generators.md	game/Movement/MovementGenerators/HomeMovementGenerator.cpp	158	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.016	movement-generators.md	game/Movement/MovementGenerators/HomeMovementGenerator.h	41	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.017	movement-generators.md	game/Movement/MovementGenerators/IdleMovementGenerator.cpp	231	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
#MOVEMENT_GENERATORS.WBS.018	movement-generators.md	game/Movement/MovementGenerators/IdleMovementGenerator.h	81	`crates/wow-movement`, `crates/wow-ai/src`, `crates/wow-constants`, `crates/wow-ai`, `crates/wow-world`	#REFINE.020, #REFINE.021; execution order finalized by #REFINE.040	ready_for_small_task	Rust target compiles; behavior and public contracts are checked against the listed C++ file; unit/golden/integration tests are added or marked n/a with reason; divergences are recorded before closing.	Single source-file coverage task; split further if C++ review exposes multiple independent behaviors. Assignment basis: prefix.
